,nida,longitude,latitude
162,1628066.3,32.8056499083,-25.4001152576
163,1627880.6,,
164,1627879.0,32.8017238955,-25.3815086881
165,1627878.3,32.8617104716,-25.2642430783
166,1627804.2,32.7682416667,-25.4372683333
167,1627805.9,32.7757314327,-25.4386618331
168,1628137.0,,
169,1628250.6,32.7588964904,-25.4650618046
170,1627766.3,32.7769425576,-25.3962403222
171,1627772.4,32.6791743427,-25.5785925802
172,1629741.8,32.7172137637,-25.4106526721
173,1629732.6,32.762307465,-25.4542075207
174,1629725.8,32.792862371,-25.3873434395
175,1629735.7,32.8733479077,-25.2652398901
176,1629740.1,32.7970705864,-25.3806096367
177,1629742.5,32.7671526457,-25.4368138588
178,1629745.6,32.8091859366,-25.395309645
179,1629744.9,32.69058,-25.3250016667
180,1629743.2,,
181,1629739.5,32.8047783333,-25.3802666667
182,1629737.1,,
183,1629749.4,32.7805153542,-25.4057633213
184,1629747.0,32.8379252966,-25.3029803892
185,1629751.7,32.8174154516,-25.3857921152
186,1629731.9,32.786512371,-25.4089241803
187,1629728.9,32.7791477636,-25.4327742394
188,1629734.0,32.767745,-25.4144883333
189,1629727.2,32.8358233333,-25.2063966667
190,1629750.0,32.7501347223,-25.4123149608
191,1633914.9,32.649936147,-25.542173559
192,1633916.3,32.7867816487,-25.4255092689
193,1629729.6,32.7688358619,-25.3613325215
194,1633384.0,32.7830464546,-25.4329168607
195,1633405.2,32.8016963898,-25.3958466629
196,1628810.2,,
197,1628829.4,32.8003959754,-25.3927962425
198,1628830.0,32.8401851859,-25.199215067
199,1628833.1,32.6850138112,-25.3497631919
200,1628811.9,32.8209619352,-25.3799643815
201,1628823.2,32.7890107233,-25.3569086359
202,1628828.7,32.8031236713,-25.3947365861
203,1628813.3,32.8010316667,-25.4000783333
204,1628819.5,32.8035220046,-25.4091259885
205,1629723.4,32.7991717892,-25.3944079316
206,1628821.8,32.7712878601,-25.4554826659
207,1628814.0,32.7980609248,-25.1631948619
208,1633268.3,32.7975406625,-25.3994358031
209,1633269.0,32.8343526348,-25.2939842488
210,1633267.6,32.8169801934,-25.3946188566
211,1628815.7,32.7514375676,-25.4114835613
212,1634441.9,32.7717051414,-25.4121957746
213,1633506.6,32.6523694652,-25.5125436335
214,1633507.3,32.7881747737,-25.4039521288
215,1633226.3,32.8111255945,-25.4004999551
216,1633228.7,32.8479100842,-25.263569375
217,1633229.4,32.8402825593,-25.2955278482
218,1633493.9,32.7889057471,-25.3909014466
219,1633492.2,32.771261646,-25.4426482125
220,1633487.8,32.7833778513,-25.4330299751
221,1633411.3,32.7922326152,-25.4168235762
222,1633238.6,32.818669101,-25.3251606036
223,1633243.0,32.8501940374,-25.2692322921
224,1633912.5,32.7985283333,-25.3718333333
225,1633225.6,32.823215,-25.180235
226,1633224.9,,
227,1633233.1,32.9381968879,-25.1913629206
228,1633242.3,32.8101245651,-25.3982306522
229,1633491.5,32.8651785694,-25.2656447632
230,1634450.1,32.8110201422,-25.1638433846
231,1633240.9,32.7684444123,-25.3640623002
232,1633239.3,32.6610955456,-25.5773063128
233,1634451.8,32.8170608919,-25.3884593095
234,1634437.2,32.7381722219,-25.4006028043
235,1628836.2,32.8112118653,-25.1723033077
236,1633509.7,32.7692028188,-25.4570734318
237,1634445.7,32.867551899,-25.2625747947
238,1634428.0,32.7147612586,-25.4297400706
239,1633512.7,,
240,1634438.9,32.8030116667,-25.3759766667
241,1633403.8,32.7657483984,-25.4458726455
242,1633486.1,32.8077966667,-25.39433
243,1633245.4,32.8056955947,-25.3821138371
244,1634432.7,32.7204616667,-25.425405
245,1633909.5,32.7783356329,-25.3285267653
246,1633910.1,32.7960916667,-25.4148783333
247,1633299.7,32.7782999643,-25.3962047508
248,1627770.0,,
249,1627771.7,32.7931488503,-25.3926591568
250,1629591.9,32.717576317,-25.4386176737
251,1629590.2,32.8027000437,-25.4106064423
252,1629588.9,32.813870688,-25.3192789536
253,1629580.3,32.788295143,-25.391754519
254,1627786.1,32.7975151697,-25.4071281809
255,1627815.8,32.7658916667,-25.4360083333
256,1627778.6,32.7845752213,-25.418009374
257,1633290.4,32.8345552038,-25.1894425993
258,1627779.3,,
259,1627781.6,32.7804443716,-25.4139586276
260,1633781.7,32.7801873749,-25.4388962124
261,1633291.1,,
262,1628932.1,32.8038956646,-25.394528209
263,1627780.9,32.8075560209,-25.3906020349
264,1633395.6,32.8309456011,-25.2996433656
265,1628929.1,32.7937090792,-25.4170414902
266,1633393.2,,
267,1633494.6,32.8074800399,-25.3936171865
268,1633495.3,32.8011769954,-25.4010514944
269,1633500.4,32.7742667724,-25.4433755649
270,1633502.8,32.8055516667,-25.3960183333
271,1633497.7,32.863568935,-25.2737080946
272,1633504.2,32.7799329003,-25.3837064716
273,1633785.5,32.7854786052,-25.4304706182
274,1633783.1,32.781235,-25.4000216667
275,1633519.6,32.7830104291,-25.3536200566
276,1633390.1,32.7284525884,-25.4796689778
277,1633788.6,,
278,1633517.2,32.801495,-25.3890783333
279,1633518.9,32.8394040291,-25.188032811
280,1633397.0,32.8106966667,-25.3743733333
281,1633387.1,32.7329484486,-25.3695340362
282,1633409.0,,
283,1633408.3,32.7370138369,-25.4336122373
284,1633292.8,32.7091823517,-25.4766992715
285,1633514.1,32.7187705236,-25.4311477636
286,1628931.4,32.7879525167,-25.4261407539
287,1633297.3,32.8176133333,-25.3797066667
288,1633515.8,32.8053508301,-25.3964495451
289,1633300.0,32.734525,-25.5064283333
290,1633309.3,32.7905919211,-25.4148291924
291,1633304.8,32.7166448043,-25.5187937947
292,1633308.6,,
293,1633400.7,,
294,1633531.8,,
295,1634515.7,32.7303334005,-25.5188828599
296,1634516.4,32.7841113904,-25.3970013408
297,1634517.1,32.7814311063,-25.4289041857
298,1634513.3,32.8354045669,-25.1697674294
299,1634452.5,32.766987973,-25.4383662858
300,1634455.6,32.7810022812,-25.4307735951
301,1633375.8,32.7650640857,-25.4603987579
302,1633368.0,32.7633962525,-25.4613589313
303,1633373.4,32.7997083333,-25.3913816667
304,1634477.8,32.8131311931,-25.3820052197
305,1634471.6,32.8193420585,-25.3662552173
306,1634475.4,32.7855606572,-25.4281377159
307,1634466.2,,
308,1633354.3,32.8145049,-25.34995672
309,1633357.4,32.8199019232,-25.1784062275
310,1634465.5,32.8624832723,-25.246786889
311,1634472.3,32.7407675365,-25.4242632728
312,1633340.6,32.7897954204,-25.3876422425
313,1633317.8,32.8690168472,-25.2589137753
314,1633332.1,32.7989138043,-25.4109269636
315,1633350.5,32.7201748019,-25.5096312376
316,1633352.9,32.8217066667,-25.3669683333
317,1633335.2,32.7923168966,-25.3941871009
318,1633329.1,32.8603776249,-25.2723065327
319,1633327.7,32.7717713074,-25.4526863192
320,1633311.6,32.7796480423,-25.3558531517
321,1633325.3,32.8120936025,-25.3962744379
322,1633313.0,32.7985667272,-25.3985917534
323,1633320.8,32.8018183333,-25.390995
324,1633351.2,32.8565137,-25.2879604247
325,1633324.6,32.8074218905,-25.1613159014
326,1633315.4,32.7323233333,-25.4089183333
327,1634476.1,32.8123097755,-25.3798954072
328,1633610.0,32.811164381,-25.3876332772
329,1633609.4,32.7700887473,-25.4374121451
330,1633688.9,32.798249369,-25.3802303561
331,1633685.8,32.7284237115,-25.4848631843
332,1633683.4,32.7708269303,-25.4401592753
333,1633682.7,32.8218646257,-25.3658605872
334,1633681.0,,
335,1633676.6,32.7382965401,-25.4190005764
336,1633675.9,32.7295002372,-25.5290260776
337,1633594.3,32.8441014841,-25.1926558007
338,1633604.9,32.8664094898,-25.2652823569
339,1633607.0,32.8757588382,-25.2633701115
340,1633602.5,32.8114260857,-25.3895121711
341,1633605.6,32.7581836361,-25.4066865788
342,1633598.1,32.8129061233,-25.1629978718
343,1633573.8,32.780253948,-25.432681216
344,1633574.5,32.7992089225,-25.400569325
345,1633601.8,32.7957565608,-25.38244117
346,1633596.7,32.8127698735,-25.3994791392
347,1633289.8,,
348,1634526.3,,
349,1633537.0,32.8340341071,-25.1698088267
350,1633561.5,32.7611483333,-25.4408583333
351,1633562.2,32.8403995924,-25.17654139
352,1633564.6,32.7557068204,-25.4670644618
353,1633579.0,32.7657775083,-25.4461829348
354,1633560.8,,
355,1633567.7,32.8079377295,-25.3794830288
356,1633580.6,32.73308,-25.5050383333
357,1633572.1,32.7769433333,-25.4026916667
358,1633581.3,32.805175,-25.3953466667
359,1633593.6,,
360,1633575.2,32.782515,-25.4294266667
361,1633589.9,32.7723734473,-25.4384654208
362,1633571.4,32.8655068,-25.287346839
363,1633542.4,32.8260397918,-25.1761356923
364,1633553.0,32.8062417216,-25.3867718983
365,1633540.0,32.7857229608,-25.4307888237
366,1634619.2,32.6530304539,-25.5163500694
367,1633591.2,32.7517289555,-25.4471178792
368,1634620.8,32.729799805,-25.5254142244
369,1633541.7,32.8061421683,-25.3897518992
370,1635659.7,32.65796,-25.497
371,1633535.6,32.8627723883,-25.2646430381
372,1633534.9,32.7962782099,-25.3823771634
373,1635661.0,32.7873055808,-25.4237653432
374,1635656.6,32.7897628509,-25.3971904421
375,1635654.2,32.7962556445,-25.4146399011
376,1633288.1,32.7941506208,-25.3988326711
377,1633235.5,32.7458133333,-25.49499
378,1633282.9,32.8025720069,-25.3957890346
379,1633212.6,32.7167450695,-25.510259668
380,1633616.2,32.8624160055,-25.2532982191
381,1633214.0,32.7963146281,-25.4162448043
382,1633286.7,32.7917633333,-25.3848033333
383,1633284.3,32.8612092037,-25.2527603032
384,1633285.0,32.8154458977,-25.3962533931
385,1633283.6,32.7814916667,-25.4025266667
386,1633280.5,32.778258757,-25.4333597031
387,1633279.9,32.762205,-25.4035733333
388,1633221.8,32.6988146008,-25.3804234826
389,1635665.8,32.7992933333,-25.3879666667
390,1635637.5,32.8108471705,-25.4023162133
391,1635636.8,32.7588283333,-25.393465
392,1635650.4,32.7948482217,-25.3982447402
393,1633669.8,32.8726141421,-25.2717332292
394,1634409.9,32.7341152298,-25.4890474488
395,1635666.5,32.7967601735,-25.1667405323
396,1634357.3,32.718265,-25.4103816667
397,1634007.7,32.6545527574,-25.5379241528
398,1634351.1,32.7812398595,-25.4286078326
399,1634346.7,32.8607000565,-25.2470594175
400,1634358.0,32.7962678734,-25.4084020378
401,1634001.5,32.689693029,-25.4706345973
402,1634405.1,,
403,1634404.4,32.6783888686,-25.4800325457
404,1634393.1,32.673673129,-25.4760585684
405,1634390.0,32.861174079,-25.2442467011
406,1634389.4,32.8327508943,-25.189328409
407,1634385.6,32.8184339093,-25.3858373652
408,1634395.5,32.8647765561,-25.2511147462
409,1634386.3,32.7385610575,-25.4620663288
410,1633617.9,,
411,1633278.2,32.8038720555,-25.410107917
412,1633274.4,,
413,1634396.2,32.7989690055,-25.3845387672
414,1634399.3,32.7283765435,-25.5000758018
415,1633261.4,,
416,1633262.1,32.8490171961,-25.1850149047
417,1634382.5,32.797355,-25.3950866667
418,1633263.8,32.8016133333,-25.367745
419,1634381.8,32.8079624674,-25.3866588773
420,1634379.5,32.8303884542,-25.3026723981
421,1634380.1,32.7889773282,-25.4276452876
422,1634365.8,32.7956952235,-25.158217669
423,1634364.1,32.8155084174,-25.3824371736
424,1635710.5,32.7032116667,-25.5609433333
425,1635709.9,32.6748570878,-25.5427690234
426,1633260.7,32.7924416667,-25.404505
427,1633258.4,,
428,1634397.9,32.7070903567,-25.4501282639
429,1635712.9,32.815544393,-25.3969275745
430,1635711.2,32.7886179008,-25.422583775
431,1634527.0,32.72458,-25.42023
432,1633257.7,32.8006483333,-25.3861516667
433,1633253.9,32.8576418997,-25.284382783
434,1633621.6,32.81075,-25.392915
435,1633619.3,32.7623335227,-25.4547119946
436,1633672.8,32.6584327849,-25.4928371745
437,1633671.1,32.7037369452,-25.5596514586
438,1633247.8,32.7984461747,-25.1629259238
439,1633908.8,32.8020158316,-25.3998687205
440,1633248.5,32.7300316667,-25.529795
441,1633906.4,32.7892971385,-25.4260563161
442,1633907.1,32.8055166667,-25.3906133333
443,1633251.5,32.6792889563,-25.4623321544
444,1634528.7,32.8222095241,-25.1811666432
445,1633905.7,,
446,1634532.4,32.8080723597,-25.3968346262
447,1633614.8,32.8123183333,-25.398215
448,1633222.5,32.7152916113,-25.4011436879
449,1635705.1,32.7054443219,-25.5014360082
450,1635651.1,32.8744382504,-25.2639887421
451,1635700.6,32.6672830008,-25.4647562963
452,1633660.5,32.60494142,-25.54232409
453,1633658.2,32.8181244185,-25.1827433369
454,1633656.8,32.8016061913,-25.1688377242
455,1633655.1,32.6681084229,-25.4597009938
456,1635697.9,32.6865700229,-25.4228510855
457,1633650.6,32.7665392645,-25.4453733568
458,1635695.5,32.7322183333,-25.5290016667
459,1633648.3,32.6770966667,-25.4597716667
460,1633649.0,32.8676875064,-25.255391568
461,1633647.6,32.6818090255,-25.4484859338
462,1635693.1,32.670555,-25.4368866667
463,1635692.4,32.8366053249,-25.1717956431
464,1635691.7,32.8008146888,-25.4140218613
465,1633640.7,32.8036886969,-25.391652234
466,1635694.8,32.8146146789,-25.3809062776
467,1633530.1,32.63285,-25.4791
468,1633528.8,,
469,1635683.2,32.7980250615,-25.3853704239
470,1635676.4,32.8624589965,-25.2908747941
471,1635675.7,32.82922788,-25.1856825336
472,1635635.1,32.7764046675,-25.4266684292
473,1652766.9,32.8621128342,-25.2641116047
474,1633527.1,32.8497359472,-25.2677998278
475,1634311.5,32.7420802147,-25.3944277976
476,1651956.5,32.8618327736,-25.2638647548
477,1652865.9,32.7066120965,-25.4796643139
478,1633522.6,32.8630039048,-25.2456474706
479,1633521.9,32.8001083082,-25.1597387515
480,1651967.1,32.7952904893,-25.3844351398
481,1652006.6,32.8566312463,-25.2440182053
482,1652005.9,32.7656979449,-25.4499151008
483,1634494.5,32.7596164853,-25.4465595484
484,1652004.2,32.8640550758,-25.2440126225
485,1652866.6,32.8201624801,-25.3871592967
486,1634492.1,32.6972033333,-25.4540033333
487,1634535.5,32.8590662629,-25.2656276629
488,1634536.2,32.8411491635,-25.1941255415
489,1651998.5,32.781904703,-25.0492230335
490,1633628.5,32.8675448973,-25.255645843
491,1633626.1,32.8523186926,-25.2431083341
492,1633673.5,32.7649018578,-25.4492368248
493,1634484.6,32.8050984839,-25.3852963958
494,1634483.9,32.730945,-25.2909683333
495,1651996.1,32.7736935873,-25.2915858839
496,1651995.4,32.6873262759,-25.4585985149
497,1651994.7,32.817305395,-25.1722505339
498,1651986.2,32.7710627963,-25.4494981555
499,1651984.8,32.7866355991,-25.3972454194
500,1651985.5,32.8015579156,-25.1522149265
501,1634481.5,32.8676628813,-25.2612394995
502,1634478.5,32.8543781333,-25.2864322571
503,1652876.5,32.7821757029,-25.4306933583
504,1652930.4,32.6719119416,-25.5818634211
505,1652886.4,32.7979522926,-25.1647499886
506,1652885.7,32.8057302261,-25.3983125815
507,1652880.2,32.6572510624,-25.5411490259
508,1633898.2,32.8085446978,-25.4001390045
509,1633889.0,32.6389174449,-25.5613746266
510,1633893.7,32.7454637481,-25.4865798777
511,1633881.4,32.7731040731,-25.4541573031
512,1633880.7,32.8225996123,-25.3239514352
513,1652887.1,32.78493,-25.410115
514,1633877.7,32.8251008932,-25.1768266787
515,1634462.4,32.7674680504,-25.4421919114
516,1633876.0,,
517,1633875.3,32.857822652,-25.2767358889
518,1633874.6,32.8114400303,-25.3673598887
519,1633866.1,32.6570833333,-25.495135
520,1634546.1,32.8467590677,-25.2664392175
521,1633872.2,32.6795236698,-25.2071405444
522,1634507.2,32.7419204452,-25.4612652695
523,1634505.8,32.8405814265,-25.1937566022
524,1634500.3,32.6952719696,-25.486933808
525,1633873.9,,
526,1633407.6,32.81755,-25.1686983333
527,1652895.6,,
528,1634541.6,32.7301628652,-25.3953058276
529,1634540.9,32.8162934433,-25.3924533143
530,1634539.3,32.778915,-25.4025966667
531,1634538.6,32.7846832929,-25.4250080046
532,1652911.3,32.80198,-25.3784666667
533,1652916.8,32.7146816667,-25.4175616667
534,1652910.6,32.8131521753,-25.3934492759
535,1651976.3,,
536,1651975.6,32.790605347,-25.3602708823
537,1651973.2,32.82922788,-25.1856825336
538,1651968.8,32.8071969302,-25.3940922699
539,1651964.0,32.7885857863,-25.3061118009
540,1652057.8,32.7670641705,-25.4473499735
541,1652048.6,32.7899939053,-25.4065360408
542,1652047.9,32.8000145397,-25.1539529169
543,1652042.4,32.8518532961,-25.2391747469
544,1651961.9,32.7975289282,-25.4002354395
545,1652031.8,32.7972745379,-25.3937074749
546,1652030.1,32.7342134243,-25.3967186963
547,1652028.8,32.7812182514,-25.4372562933
548,1652020.2,32.814405,-25.1751083333
549,1652015.8,32.8015052875,-25.4098002624
550,1652014.1,32.608416571,-25.4746142761
551,1652012.7,32.8434477679,-25.1756936563
552,1652016.5,32.7103262954,-25.4311485916
553,1652862.8,32.8143837965,-25.3908367135
554,1652858.1,32.7831958158,-25.4246681782
555,1652857.4,32.7998618821,-25.3799644913
556,1652853.6,32.8075172842,-25.3801844231
557,1652849.9,32.8481204174,-25.2630304618
558,1652847.5,32.7965569445,-25.4178900567
559,1652924.3,,
560,1652838.3,32.7649804518,-25.4551880926
561,1652835.2,32.8031455901,-25.1604252705
562,1652834.5,32.7886582295,-25.4240085227
563,1652829.1,32.8392163273,-25.2884753855
564,1652824.6,32.8096600801,-25.3948024986
565,1652821.5,32.7306294624,-25.4890265085
566,1652816.1,32.8383801278,-25.2896882169
567,1652812.3,32.772325,-25.40411
568,1652808.6,32.7249682875,-25.5208600589
569,1652805.5,32.7727466404,-25.4384834019
570,1652806.2,32.7012383333,-25.48162
571,1652797.3,32.8516969256,-25.2644919525
572,1652792.8,32.6841486574,-25.2068306752
573,1652699.0,32.8077359986,-25.4004131146
574,1652698.3,32.7642138358,-25.4593699298
575,1652694.5,32.8342899684,-25.1783025313
576,1652928.1,,
577,1652926.7,32.7904154567,-25.3867400521
578,1652696.9,32.820595,-25.3743833333
579,1652691.4,32.8212381492,-25.1804690446
580,1652689.1,32.6516710126,-25.5587361484
581,1652673.0,32.7920013951,-25.3955235918
582,1652679.2,32.7916755097,-25.1525307875
583,1652934.2,32.790834441,-25.1530454808
584,1652913.7,32.6500760256,-25.497924768
585,1652879.6,32.8670054678,-25.2758102508
586,1652668.6,32.7764233333,-25.404435
587,1652933.5,32.8683900809,-25.2609689918
588,1652914.4,32.8190328625,-25.3667127999
589,1652963.2,32.847887506,-25.0163904023
590,1652937.3,32.7163042277,-25.4737336368
591,1665987.2,32.7684211088,-25.4590688238
592,1665986.5,,
593,1665894.3,32.7950029107,-25.4167496896
594,1665893.6,32.8001967098,-25.3998104441
595,1665896.7,32.6862869609,-25.4813964518
596,1665903.2,32.7615240968,-25.4393472232
597,1652666.2,32.8038666416,-25.3793521813
598,1665902.5,,
599,1652960.1,32.8288239978,-25.1860857831
600,1665603.1,32.7801833333,-25.423365
601,1665604.8,32.671628842,-25.4496875916
602,1665688.8,32.9389520654,-25.3507767853
603,1665685.7,,
604,1665610.9,32.8495147582,-25.1796681235
605,1665689.5,32.8034712562,-25.3979431158
606,1652959.5,32.817920388,-25.3829764484
607,1652955.7,32.8391066667,-25.1836216667
608,1652951.9,32.7683383333,-25.4356016667
609,1652947.2,32.70562,-25.48837
610,1652943.4,32.8010016677,-25.1711571969
611,1652940.3,32.72786,-25.50084
612,1652942.7,32.8659009077,-25.2574486016
613,1652939.7,32.841675947,-25.1950549964
614,1665679.6,,
615,1665677.2,32.7625000281,-25.4493062937
616,1665673.4,32.6785538102,-25.4506854335
617,1665672.7,32.7873383333,-25.1537783333
618,1665670.3,32.6760206627,-25.4900392225
619,1665981.0,32.821025,-25.1610233333
620,1665587.4,32.7614118099,-25.4602188118
621,1665517.1,32.6996339729,-25.3566403948
622,1665586.7,32.864053773,-25.2508741049
623,1665523.2,32.7679716667,-25.4373516667
624,1665526.3,32.7077561695,-25.4900231369
625,1665527.0,32.6560083333,-25.5565416667
626,1665525.6,32.8234220409,-25.3206722303
627,1665554.6,,
628,1665567.6,32.7627795206,-25.4537470612
629,1665542.3,32.726105,-25.4114783333
630,1665561.4,32.8203110361,-25.3865457399
631,1665571.3,32.7356338601,-25.4140499057
632,1665573.7,32.8539321623,-25.2872993135
633,1665574.4,32.7905610812,-25.4062202403
634,1665579.9,32.7985067201,-25.4015876802
635,1665580.5,32.7657928921,-25.4387344516
636,1665497.6,32.7311846276,-25.4595097391
637,1665501.0,32.8025720069,-25.3957890346
638,1665502.7,32.7504287308,-25.4781396508
639,1665598.0,32.7896394528,-25.4227976074
640,1665592.8,32.8325755893,-25.1937693659
641,1665591.1,32.7681317052,-25.4429405753
642,1665589.8,32.8170879119,-25.3249909659
643,1665972.8,32.8303309651,-25.299575983
644,1665970.4,32.6294760027,-25.3781750958
645,1665965.0,32.6568983333,-25.47216
646,1665958.2,32.6607656539,-25.5531802883
647,1665955.1,,
648,1665950.6,32.6648601721,-25.5520232868
649,1665945.2,32.7817781924,-25.4379812167
